Формат,Brand,SKU,Категория,Месяц,Кол-во уп,Сумма,Кол-во магазинов
HM,TUCE,DVLQZ29509,Зубная паста,52,671,88914.06000000003,58
HM,TUCE,DVLQZ29509,Зубная паста,53,676,89883.08999999998,56
HM,TUCE,DVLQZ29509,Зубная паста,54,515,69307.53000000001,51
HM,TUCE,NLFCU83211,Зубная паста,5,1255,132487.41,86
HM,TUCE,NLFCU83211,Зубная паста,6,1438,150592.91999999998,87
HM,TUCE,NLFCU83211,Зубная паста,7,1505,153332.55,88
HM,TUCE,NLFCU83211,Зубная паста,8,1201,124227.02,89
HM,TUCE,NLFCU83211,Зубная паста,9,1501,156215.3,89
HM,TUCE,NLFCU83211,Зубная паста,10,1447,152544.08000000002,89
HM,TUCE,NLFCU83211,Зубная паста,11,1600,167795.41999999998,90
HM,TUCE,NLFCU83211,Зубная паста,12,1596,167022.19,91
HM,TUCE,NLFCU83211,Зубная паста,13,1576,164423.56999999998,90
HM,TUCE,NLFCU83211,Зубная паста,14,1806,187390.87,90
HM,TUCE,NLFCU83211,Зубная паста,15,2108,219126.14,90
HM,TUCE,NLFCU83211,Зубная паста,16,2118,217647.33,91
HM,TUCE,NLFCU83211,Зубная паста,17,1921,198775.99,94
HM,TUCE,NLFCU83211,Зубная паста,18,1681,172646.99,92
HM,TUCE,NLFCU83211,Зубная паста,19,1901,197113.76,92
HM,TUCE,NLFCU83211,Зубная паста,20,1663,167990.86999999994,90
HM,TUCE,NLFCU83211,Зубная паста,21,1618,168080.34,93
HM,TUCE,NLFCU83211,Зубная паста,22,1460,149647.08,92
HM,TUCE,NLFCU83211,Зубная паста,24,1978,202190.06000000003,93
HM,TUCE,NLFCU83211,Зубная паста,25,2168,218634.35000000006,93
HM,TUCE,NLFCU83211,Зубная паста,26,1570,163922.54,91
HM,TUCE,NLFCU83211,Зубная паста,27,8390,691188.5199999999,96
HM,TUCE,NLFCU83211,Зубная паста,28,896,106654.39,91
HM,TUCE,NLFCU83211,Зубная паста,29,996,119743.63,92
HM,TUCE,NLFCU83211,Зубная паста,30,922,110584.39,91
HM,TUCE,NLFCU83211,Зубная паста,31,904,108428.83,90
HM,TUCE,NLFCU83211,Зубная паста,32,1055,123212.37,93
HM,TUCE,NLFCU83211,Зубная паста,33,1232,140167.65000000002,92
HM,TUCE,NLFCU83211,Зубная паста,34,1169,129503.03000000006,87
HM,TUCE,NLFCU83211,Зубная паста,35,1346,147115.23000000007,90
HM,TUCE,NLFCU83211,Зубная паста,36,1341,155741.68999999994,93
HM,TUCE,NLFCU83211,Зубная паста,37,1316,147525.2,93
HM,TUCE,NLFCU83211,Зубная паста,38,1078,121812.12,90
HM,TUCE,NLFCU83211,Зубная паста,39,1353,152060.68,89
HM,TUCE,NLFCU83211,Зубная паста,40,1192,134374.34999999998,87
HM,TUCE,NLFCU83211,Зубная паста,41,1361,147775.76,81
HM,TUCE,NLFCU83211,Зубная паста,42,1090,125954.07,83
HM,TUCE,NLFCU83211,Зубная паста,43,762,93172.84,81
HM,TUCE,NLFCU83211,Зубная паста,44,934,112494.89,84
HM,TUCE,NLFCU83211,Зубная паста,45,756,89183.1,84
HM,TUCE,NLFCU83211,Зубная паста,46,924,98115.32,83
HM,TUCE,NLFCU83211,Зубная паста,47,900,92465.51,75
HM,TUCE,NLFCU83211,Зубная паста,48,658,79741.53999999996,70
HM,TUCE,NLFCU83211,Зубная паста,49,632,71690.73000000001,66
HM,TUCE,NLFCU83211,Зубная паста,50,1271,121118.55999999994,62
HM,TUCE,NLFCU83211,Зубная паста,51,105,10602.88,10
HM,TUCE,NLFCU83211,Зубная паста,52,59,5838.78,11
HM,TUCE,NLFCU83211,Зубная паста,53,240,31635.1,41
HM,TUCE,NLFCU83211,Зубная паста,54,249,32379.090000000015,49
HM,TUCE,WJBXK97451,Зубная паста,5,1584,132144.33000000002,90
HM,TUCE,WJBXK97451,Зубная паста,6,1306,106469.12,89
HM,TUCE,WJBXK97451,Зубная паста,7,1430,114853.36,90
HM,TUCE,WJBXK97451,Зубная паста,8,1460,119231.02,90
HM,TUCE,WJBXK97451,Зубная паста,9,1442,117621.15,89
HM,TUCE,WJBXK97451,Зубная паста,10,1631,134649.52000000002,89
HM,TUCE,WJBXK97451,Зубная паста,11,1479,119944.21000000002,91
HM,TUCE,WJBXK97451,Зубная паста,12,1753,142113.83999999994,91
HM,TUCE,WJBXK97451,Зубная паста,13,1556,125980.00999999998,91
HM,TUCE,WJBXK97451,Зубная паста,14,1354,108376.34,90
HM,TUCE,WJBXK97451,Зубная паста,15,1401,113156.43000000007,90
HM,TUCE,WJBXK97451,Зубная паста,16,1372,109808.34,91
HM,TUCE,WJBXK97451,Зубная паста,17,1169,93350.41999999995,93
HM,TUCE,WJBXK97451,Зубная паста,18,1317,103170.70000000004,92
HM,TUCE,WJBXK97451,Зубная паста,19,1215,97297.47000000002,92
HM,TUCE,WJBXK97451,Зубная паста,20,1199,93671.14,90
HM,TUCE,WJBXK97451,Зубная паста,21,1208,97092.94999999998,94
HM,TUCE,WJBXK97451,Зубная паста,22,1350,106651.12999999998,92
HM,TUCE,WJBXK97451,Зубная паста,24,1693,133527.50000000006,93
HM,TUCE,WJBXK97451,Зубная паста,25,1508,117790.27,94
HM,TUCE,WJBXK97451,Зубная паста,26,1380,111942.17000000004,92
HM,TUCE,WJBXK97451,Зубная паста,27,1548,126324.92999999998,95
HM,TUCE,WJBXK97451,Зубная паста,28,1453,118828.84,95
HM,TUCE,WJBXK97451,Зубная паста,29,1211,97179.24,95
HM,TUCE,WJBXK97451,Зубная паста,30,1112,88515.59,94
HM,TUCE,WJBXK97451,Зубная паста,31,1396,111323.66,93
HM,TUCE,WJBXK97451,Зубная паста,32,1519,118202.72999999998,94
HM,TUCE,WJBXK97451,Зубная паста,33,1718,133675.97,93
HM,TUCE,WJBXK97451,Зубная паста,34,1432,110840.66999999995,93
HM,TUCE,WJBXK97451,Зубная паста,35,1870,146512.03,91
HM,TUCE,WJBXK97451,Зубная паста,36,3839,253157.85,94
HM,TUCE,WJBXK97451,Зубная паста,37,2035,163892.42999999993,93
HM,TUCE,WJBXK97451,Зубная паста,38,4032,287912.28,91
HM,TUCE,WJBXK97451,Зубная паста,39,2034,162440.51000000007,91
HM,TUCE,WJBXK97451,Зубная паста,40,2428,193186.76999999987,90
HM,TUCE,WJBXK97451,Зубная паста,41,996,86204.51,83
HM,TUCE,WJBXK97451,Зубная паста,42,1219,110247.78,89
HM,TUCE,WJBXK97451,Зубная паста,43,1284,118103.04999999994,90
HM,TUCE,WJBXK97451,Зубная паста,44,3640,235446.42000000013,91
HM,TUCE,WJBXK97451,Зубная паста,45,1007,88213.29000000002,91
HM,TUCE,WJBXK97451,Зубная паста,46,1486,134931.38999999998,90
HM,TUCE,WJBXK97451,Зубная паста,47,3471,253048.83,91
HM,TUCE,WJBXK97451,Зубная паста,48,1899,170554.16999999995,89
HM,TUCE,WJBXK97451,Зубная паста,49,3124,235419.96,79
HM,TUCE,WJBXK97451,Зубная паста,50,1601,141012.67999999993,74
HM,TUCE,WJBXK97451,Зубная паста,51,1784,166644.74000000002,73
HM,TUCE,WJBXK97451,Зубная паста,52,1081,100724.23999999996,71
HM,TUCE,WJBXK97451,Зубная паста,53,777,70581.80999999997,68
HM,TUCE,WJBXK97451,Зубная паста,54,878,80022.66999999995,62
HM,TUCE,ITZVY25779,Зубная паста,5,3636,287012.25,87
HM,TUCE,ITZVY25779,Зубная паста,6,2811,217397.92,85
HM,TUCE,ITZVY25779,Зубная паста,7,4381,332044.8800000001,87
HM,TUCE,ITZVY25779,Зубная паста,8,3753,290573.97000000003,90
HM,TUCE,ITZVY25779,Зубная паста,9,4197,325347.87,88
HM,TUCE,ITZVY25779,Зубная паста,10,4535,355940.65,85
HM,TUCE,ITZVY25779,Зубная паста,11,4121,321918.91999999987,88
HM,TUCE,ITZVY25779,Зубная паста,12,5367,418502.77,89
HM,TUCE,ITZVY25779,Зубная паста,13,4339,337013.4,89
HM,TUCE,ITZVY25779,Зубная паста,14,4654,357530.43,88
HM,TUCE,ITZVY25779,Зубная паста,15,4807,371171.8000000001,88
HM,TUCE,ITZVY25779,Зубная паста,16,5228,399271.04,89
HM,TUCE,ITZVY25779,Зубная паста,17,5023,384266.11,89
HM,TUCE,ITZVY25779,Зубная паста,18,5049,381883.22000000015,90
HM,TUCE,ITZVY25779,Зубная паста,19,5141,396572.1600000001,90
HM,TUCE,ITZVY25779,Зубная паста,20,4638,342818.6900000001,88
HM,TUCE,ITZVY25779,Зубная паста,21,4587,351862.81,92
HM,TUCE,ITZVY25779,Зубная паста,22,5023,377833.13,90
HM,TUCE,ITZVY25779,Зубная паста,24,21098,1201831.1,93
HM,TUCE,ITZVY25779,Зубная паста,25,3933,286542.79000000004,90
HM,TUCE,ITZVY25779,Зубная паста,26,4334,336090.0600000001,89
HM,TUCE,ITZVY25779,Зубная паста,27,4963,382197.0299999999,92
HM,TUCE,ITZVY25779,Зубная паста,28,3369,289831.01,91
HM,TUCE,ITZVY25779,Зубная паста,29,3242,281804.43,93
HM,TUCE,ITZVY25779,Зубная паста,30,2528,219957.72000000003,92
HM,TUCE,ITZVY25779,Зубная паста,31,2860,246901.14,92
HM,TUCE,ITZVY25779,Зубная паста,32,3270,280270.3299999999,90
HM,TUCE,ITZVY25779,Зубная паста,33,4292,362040.02,92
HM,TUCE,ITZVY25779,Зубная паста,34,4367,368335.9599999999,90
HM,TUCE,ITZVY25779,Зубная паста,35,4771,403183.4799999999,89
HM,TUCE,ITZVY25779,Зубная паста,36,4158,364517.96,93
HM,TUCE,ITZVY25779,Зубная паста,37,4728,396457.1000000001,93
HM,TUCE,ITZVY25779,Зубная паста,38,10986,783511.4200000005,93
HM,TUCE,ITZVY25779,Зубная паста,39,4064,338574.3199999999,89
HM,TUCE,ITZVY25779,Зубная паста,40,2401,209657.72,87
HM,TUCE,ITZVY25779,Зубная паста,41,1111,97949.71,66
HM,TUCE,ITZVY25779,Зубная паста,42,2901,262234.12000000005,87
HM,TUCE,ITZVY25779,Зубная паста,43,2976,270795.47,91
HM,TUCE,ITZVY25779,Зубная паста,44,16131,1007848.4199999998,91
HM,TUCE,ITZVY25779,Зубная паста,45,3207,258086.09000000003,90
HM,TUCE,ITZVY25779,Зубная паста,46,3163,266905.38,89
HM,TUCE,ITZVY25779,Зубная паста,47,8141,590494.0900000001,90
HM,TUCE,ITZVY25779,Зубная паста,48,2998,269403.5100000001,87
HM,TUCE,ITZVY25779,Зубная паста,49,7383,541018.38,79
HM,TUCE,ITZVY25779,Зубная паста,50,4952,377728.56999999995,75
HM,TUCE,ITZVY25779,Зубная паста,51,2686,248391.21999999997,71
HM,TUCE,ITZVY25779,Зубная паста,52,1818,166844.87999999995,70
HM,TUCE,ITZVY25779,Зубная паста,53,1866,157785.08,69
HM,TUCE,ITZVY25779,Зубная паста,54,1201,105806.59,61
HM,TUCE,UYSVU48183,Зубная паста,5,1375,137129.49000000002,88
HM,TUCE,UYSVU48183,Зубная паста,6,1642,159807.31000000006,87
HM,TUCE,UYSVU48183,Зубная паста,7,2094,201277.73000000004,88
HM,TUCE,UYSVU48183,Зубная паста,8,1732,168939.89,89
HM,TUCE,UYSVU48183,Зубная паста,9,1815,177756.11,87
HM,TUCE,UYSVU48183,Зубная паста,10,1665,164768.74000000002,88
HM,TUCE,UYSVU48183,Зубная паста,11,1636,160640.14,88
HM,TUCE,UYSVU48183,Зубная паста,12,1906,186451.1900000001,89
HM,TUCE,UYSVU48183,Зубная паста,13,1757,171420.14,88
HM,TUCE,UYSVU48183,Зубная паста,14,1870,181989.59,89
HM,TUCE,UYSVU48183,Зубная паста,15,2205,215060.72000000003,87
HM,TUCE,UYSVU48183,Зубная паста,16,2445,236907.43000000005,89
HM,TUCE,UYSVU48183,Зубная паста,17,2017,195998.50000000003,92
HM,TUCE,UYSVU48183,Зубная паста,18,1858,179843.14,90
HM,TUCE,UYSVU48183,Зубная паста,19,2275,221722.01,90
HM,TUCE,UYSVU48183,Зубная паста,20,1765,166764.94,87
HM,TUCE,UYSVU48183,Зубная паста,21,1727,168119.08999999994,91
HM,TUCE,UYSVU48183,Зубная паста,22,1769,169088.94999999995,90
HM,TUCE,UYSVU48183,Зубная паста,24,2230,214874.3,91
HM,TUCE,UYSVU48183,Зубная паста,25,2294,216518.33,92
HM,TUCE,UYSVU48183,Зубная паста,26,1782,174229.12000000002,90
HM,TUCE,UYSVU48183,Зубная паста,27,7622,615090.94,95
HM,TUCE,UYSVU48183,Зубная паста,28,2056,180594.99,95
HM,TUCE,UYSVU48183,Зубная паста,29,2280,202518.44000000003,95
HM,TUCE,UYSVU48183,Зубная паста,30,2187,194020.65,95
HM,TUCE,UYSVU48183,Зубная паста,31,2246,199097.7800000001,95
HM,TUCE,UYSVU48183,Зубная паста,32,2360,201534.19000000003,92
HM,TUCE,UYSVU48183,Зубная паста,33,2605,222504.88,90
HM,TUCE,UYSVU48183,Зубная паста,34,2515,214039.45,92
HM,TUCE,UYSVU48183,Зубная паста,35,2948,250654.53000000003,91
HM,TUCE,UYSVU48183,Зубная паста,36,3053,265435.75,94
HM,TUCE,UYSVU48183,Зубная паста,37,2043,176431.22000000003,93
HM,TUCE,UYSVU48183,Зубная паста,38,12528,885877.4,91
HM,TUCE,UYSVU48183,Зубная паста,39,2663,210963.57,90
HM,TUCE,UYSVU48183,Зубная паста,40,1605,140481.94,86
HM,TUCE,UYSVU48183,Зубная паста,41,1292,114349.17000000006,83
HM,TUCE,UYSVU48183,Зубная паста,42,1738,158125.51000000007,86
HM,TUCE,UYSVU48183,Зубная паста,43,1393,128378.13999999998,88
HM,TUCE,UYSVU48183,Зубная паста,44,8163,514319.2099999999,88
HM,TUCE,UYSVU48183,Зубная паста,45,1192,109376.14000000004,84
HM,TUCE,UYSVU48183,Зубная паста,46,1741,156001.06000000006,87
HM,TUCE,UYSVU48183,Зубная паста,47,6604,474114.9,87
HM,TUCE,UYSVU48183,Зубная паста,48,2059,178693.96,85
HM,TUCE,UYSVU48183,Зубная паста,49,4775,349465.08000000013,79
HM,TUCE,UYSVU48183,Зубная паста,50,3055,237215.58,75
HM,TUCE,UYSVU48183,Зубная паста,51,1620,158150.86000000004,73
HM,TUCE,UYSVU48183,Зубная паста,52,801,78004.42999999995,70
HM,TUCE,UYSVU48183,Зубная паста,53,634,59439.26000000001,65
HM,TUCE,UYSVU48183,Зубная паста,54,551,52433.86000000003,60
HM,TUCE,VHFLS12700,Зубные щетки,27,120,13559.34,56
HM,TUCE,VHFLS12700,Зубные щетки,28,193,31353.47,56
HM,TUCE,VHFLS12700,Зубные щетки,29,206,33871.1,71
HM,TUCE,VHFLS12700,Зубные щетки,30,246,40502.44,73
HM,TUCE,VHFLS12700,Зубные щетки,31,874,66016.47,87
HM,TUCE,VHFLS12700,Зубные щетки,32,276,23478.91,55
HM,TUCE,VHFLS12700,Зубные щетки,33,115,12182.57,28
HM,TUCE,VHFLS12700,Зубные щетки,34,99,8835.73,23
HM,TUCE,VHFLS12700,Зубные щетки,35,59,6998.02,19
HM,TUCE,VHFLS12700,Зубные щетки,36,37,4417.24,12
HM,TUCE,VHFLS12700,Зубные щетки,37,19,3023.5,8
HM,TUCE,VHFLS12700,Зубные щетки,38,8,1275.91,5
HM,TUCE,VHFLS12700,Зубные щетки,39,14,2125.52,7
HM,TUCE,VHFLS12700,Зубные щетки,40,74,4600.82,11
HM,TUCE,VHFLS12700,Зубные щетки,41,19,2598.36,5
HM,TUCE,VHFLS12700,Зубные щетки,42,10,930.84,4
HM,TUCE,VHFLS12700,Зубные щетки,43,16,1617.14,4
HM,TUCE,VHFLS12700,Зубные щетки,44,2,196.3,1
HM,TUCE,VHFLS12700,Зубные щетки,46,2,186.56,2
HM,TUCE,VHFLS12700,Зубные щетки,48,3,235.96,3
HM,TUCE,VHFLS12700,Зубные щетки,49,9,432.30000000000007,1
HM,TUCE,VHFLS12700,Зубные щетки,50,2,208.84,2
HM,TUCE,VHFLS12700,Зубные щетки,51,1,49.99,1
HM,TUCE,GDKOA71545,Зубные щетки,27,162,16554.46,51
HM,TUCE,GDKOA71545,Зубные щетки,28,370,50005.53999999999,79
HM,TUCE,GDKOA71545,Зубные щетки,29,317,43544.76999999998,79
HM,TUCE,GDKOA71545,Зубные щетки,30,368,49922.59999999999,84
HM,TUCE,GDKOA71545,Зубные щетки,31,759,60314.18,84
HM,TUCE,GDKOA71545,Зубные щетки,32,315,28945.62,50
HM,TUCE,GDKOA71545,Зубные щетки,33,95,10587.47,20
HM,TUCE,GDKOA71545,Зубные щетки,34,44,4795.8200000000015,16
HM,TUCE,GDKOA71545,Зубные щетки,35,23,2584.120000000001,9
HM,TUCE,GDKOA71545,Зубные щетки,36,7,727.5699999999998,5
HM,TUCE,GDKOA71545,Зубные щетки,37,6,839.83,4
HM,TUCE,GDKOA71545,Зубные щетки,38,6,835.3800000000001,2
HM,TUCE,GDKOA71545,Зубные щетки,39,8,988.83,3
HM,TUCE,GDKOA71545,Зубные щетки,40,18,1170.2,5
HM,TUCE,GDKOA71545,Зубные щетки,41,3,299.97,1
HM,TUCE,GDKOA71545,Зубные щетки,43,8,744.24,2
HM,TUCE,GDKOA71545,Зубные щетки,44,5,499.95,1
HM,TUCE,GDKOA71545,Зубные щетки,46,1,139.99,1
HM,TUCE,GDKOA71545,Зубные щетки,47,1,69.99,1
HM,TUCE,GDKOA71545,Зубные щетки,50,1,125.34,1
HM,TUCE,ANVXI51497,Зубные щетки,19,114,15735.97,39
HM,TUCE,ANVXI51497,Зубные щетки,20,565,77269.74,82
HM,TUCE,ANVXI51497,Зубные щетки,21,566,78881.35000000003,85
HM,TUCE,ANVXI51497,Зубные щетки,22,460,62859.67999999999,80
HM,TUCE,ANVXI51497,Зубные щетки,24,534,72923.01,80
HM,TUCE,ANVXI51497,Зубные щетки,25,517,69711.9,80
HM,TUCE,ANVXI51497,Зубные щетки,26,418,58060.90000000001,74
HM,TUCE,ANVXI51497,Зубные щетки,27,428,60007.41,78
HM,TUCE,ANVXI51497,Зубные щетки,28,284,42876.069999999985,73
HM,TUCE,ANVXI51497,Зубные щетки,29,198,30473.9,70
HM,TUCE,ANVXI51497,Зубные щетки,30,272,41587.43,66
HM,TUCE,ANVXI51497,Зубные щетки,31,283,42419.02,72
HM,TUCE,ANVXI51497,Зубные щетки,32,370,55813.97000000002,69
HM,TUCE,ANVXI51497,Зубные щетки,33,268,39319.97,57
HM,TUCE,ANVXI51497,Зубные щетки,34,296,43802.73,55
HM,TUCE,ANVXI51497,Зубные щетки,35,284,42003.36,50
HM,TUCE,ANVXI51497,Зубные щетки,36,267,40140.42000000001,45
HM,TUCE,ANVXI51497,Зубные щетки,37,236,35016.83,40
HM,TUCE,ANVXI51497,Зубные щетки,38,317,48105.16,75
HM,TUCE,ANVXI51497,Зубные щетки,39,401,60963.30999999997,78
HM,TUCE,ANVXI51497,Зубные щетки,40,509,75320.87000000001,84
HM,TUCE,ANVXI51497,Зубные щетки,41,261,38777.48,67
HM,TUCE,ANVXI51497,Зубные щетки,42,357,53281.23,71
HM,TUCE,ANVXI51497,Зубные щетки,43,425,62492.72000000001,74
HM,TUCE,ANVXI51497,Зубные щетки,44,364,55212.66,74
HM,TUCE,ANVXI51497,Зубные щетки,45,321,48613.13,72
HM,TUCE,ANVXI51497,Зубные щетки,46,363,55213.29000000001,73
HM,TUCE,ANVXI51497,Зубные щетки,47,361,51419.42999999999,70
HM,TUCE,ANVXI51497,Зубные щетки,48,329,46814.82000000001,65
HM,TUCE,ANVXI51497,Зубные щетки,49,219,36285.76000000002,52
HM,TUCE,ANVXI51497,Зубные щетки,50,201,32749.31,53
HM,TUCE,ANVXI51497,Зубные щетки,51,205,33767.020000000004,52
HM,TUCE,ANVXI51497,Зубные щетки,52,143,23428.52000000001,48
HM,TUCE,ANVXI51497,Зубные щетки,53,112,16932.92,40
HM,TUCE,ANVXI51497,Зубные щетки,54,112,17020.62,36
HM,TUCE,ONNXQ10785,Зубная паста,5,157,26129.28,53
HM,TUCE,ONNXQ10785,Зубная паста,6,121,22815.92,48
HM,TUCE,ONNXQ10785,Зубная паста,7,117,21410.49,46
HM,TUCE,ONNXQ10785,Зубная паста,8,107,16033.11,45
HM,TUCE,ONNXQ10785,Зубная паста,9,107,17904.52,37
HM,TUCE,ONNXQ10785,Зубная паста,10,81,13186.41,29
HM,TUCE,ONNXQ10785,Зубная паста,11,207,24715.39,30
HM,TUCE,ONNXQ10785,Зубная паста,12,81,10704.35,13
HM,TUCE,ONNXQ10785,Зубная паста,13,49,6764.27,7
HM,TUCE,ONNXQ10785,Зубная паста,14,7,942.15,5
HM,TUCE,ONNXQ10785,Зубная паста,15,38,6573.4900000000025,9
HM,TUCE,ONNXQ10785,Зубная паста,16,33,5890.2,12
HM,TUCE,ONNXQ10785,Зубная паста,17,26,4616.6,11
HM,TUCE,ONNXQ10785,Зубная паста,18,14,2501.16,6
HM,TUCE,ONNXQ10785,Зубная паста,19,11,2040.67,4
HM,TUCE,ONNXQ10785,Зубная паста,20,5,908.95,2
HM,TUCE,ONNXQ10785,Зубная паста,21,2,392.83,2
HM,TUCE,ONNXQ10785,Зубная паста,22,1,198.99,1
HM,TUCE,ONNXQ10785,Зубная паста,25,1,110.48,1
